sample	Subdoligranulum	Unclassified Ruminococcaceae	PAC001217_g	Unclassified Bacteria	Phascolarctobacterium	Christensenella	Collinsella	Bacteroides	Coprococcus_g2	Ruminococcus_g2	PAC001046_g	Blautia	Bilophila	Pseudoflavonifractor	Anaerotignum	Megamonas	Oscillibacter	Fusobacterium	Ruminococcus_g4	Faecalimonas	Bifidobacterium	Eubacterium_g23	Coprobacter	Clostridium_g6	Prevotella	Alloprevotella	PAC001138_g	Clostridium	Granulicatella	Lachnospira	Actinomyces	Lactobacillus	LT821227_g	Coprobacillus	Parasutterella	Frisingicoccus	Unclassified Lachnospiraceae	PAC001207_g	Unclassified Mogibacterium_f	Dialister	Sporobacter	Agathobaculum	Ruminococcus	PAC001270_g	Ruminococcus_g5	Pseudomonas	Clostridium_g24	Parabacteroides	Odoribacter	Unclassified Intrasporangiaceae	Sellimonas	PAC000661_g	Anaerococcus	Veillonella	PAC001177_g	Faecalibacterium	Porphyromonas	Haemophilus	PAC001609_g	Ruthenibacterium	Devosia	Eubacterium_g5	Roseburia	Rothia	Anaerostipes	Turicibacter	Eggerthella	Leuconostoc	Corynebacterium	Saccharimonas	Peptoniphilus	Eubacterium_g8	Unclassified Bacteroidales	Alistipes	Eubacterium_g4	Fusicatenibacter	Unclassified Christensenellaceae	Barnesiella	PAC001115_g	PAC001360_g	Eisenbergiella	Unclassified Gammaproteobacteria	FR888536_g	PAC000748_g	Flavobacterium	PAC001043_g	Unclassified Enterobacteriaceae	LARJ_g	CCMM_g	Caproiciproducens	LLKB_g	Romboutsia	Dorea	Unclassified Proteobacteria	Anaerotruncus	PAC000195_g	PAC000196_g	PAC000672_g	LT706945_g	Enterococcus	PAC000671_g	PAC001663_g	Chryseobacterium	Atopobium	Unclassified Enterobacterales	PAC001276_g	Escherichia	Paraprevotella	Epulopiscium	Holdemanella	Streptococcus	Parvimonas	Gemella	PAC001440_g	Butyricimonas	Unclassified Oxalobacteraceae	FTRU_g	PAC001219_g	Dielma	PAC000692_g	Leucobacter	Unclassified Cyanobacteria	Harryflintia	Unclassified Porphyromonadaceae	Pedobacter	Unclassified Erysipelotrichaceae	PAC000186_g	PAC001468_g	Bacillus	Sphingomonas	PAC001437_g	PAC001283_g	Campylobacter	Dysgonomonas	Methylobacterium	Variovorax	Paracoccus	PAC001265_g	Victivallis	Aggregatibacter	FM873692_g	Arthrobacter	PAC001606_g	Neisseria	Burkholderia	Cutibacterium	Hydrogenophaga	Unclassified Bacteroidetes	Geobacillus	Pelomonas	Psychrobacter	Merdibacter	Adlercreutzia	Capnocytophaga	PAC001168_g	PAC001247_g	Coprococcus	PAC001144_g	Massilioclostridium	PAC001401_g	PAC001457_g	Desulfovibrio	Staphylococcus	Akkermansia	Clostridioides	Hungatella	Butyricicoccus	Longicatena	PAC001236_g	Acinetobacter	PAC001637_g	Anaerofilum	HQ765927_g	Microbacterium	Murdochiella	PAC002510_g	Moryella	Acidaminococcus	Stenotrophomonas	Leptotrichia	Kingella	Pseudoxanthomonas	Rhodococcus	Novosphingobium	Unclassified Bradyrhizobiaceae	Mesorhizobium	Gabonibacter	CYUO_g	Mitsuokella	Bergeyella	Rhizobium	Paralkalibacillus	Unclassified Muribaculaceae	LN868538_g	Phocea	Cellulosilyticum	Mogibacterium	Unclassified Pasteurellaceae	Gordonibacter	Sutterella	Proteus	Finegoldia	Morganella	Catabacter	LT575483_g	Clostridium_g21	Herminiimonas	Abiotrophia	Lachnoanaerobaculum	PAC001296_g	Brevundimonas	Lautropia	Cuneatibacter	Enhydrobacter	KE993550_g	PAC001451_g	PAC001201_g	PAC001446_g	PAC002129_g	Sphingobium	Oribacterium	Lawsonella	Monoglobus	PAC001686_g	Lactococcus	Emergencia	Gardnerella	Ezakiella	Faecalicatena	Eubacterium_g20	PAC001458_g	PAC001398_g	Pseudochrobactrum	Ralstonia	PAC001313_g	Anaerofustis	PAC001643_g	Delftia	PAC001480_g	Cloacibacterium	PAC002156_g	Holdemania	PAC001723_g	PAC002360_g	Merdimonas	Acutalibacter	ADLB_g	Comamonas	Eikenella	Robinsoniella	Curvibacter	Dolosigranulum	PAC001687_g	Kallipyga	PAC002141_g	Cardiobacterium	Peptostreptococcus	Methanobrevibacter	PAC001422_g	PAC001057_g	PAC001141_g	PAC001041_g	Megasphaera	AY442821_g	Unclassified Clostridiales	PAC001109_g	Unclassified Coriobacteriaceae	PAC001068_g	JN162689_g	Pediococcus	Unclassified Clostridia	Butyrivibrio_g1	GQ451241_g	Paludicola	Unclassified Bacteroidaceae	PAC001137_g	Unclassified Erysipelotrichi	Bulleidia	Slackia	Unclassified Lactobacillales	PAC002374_g	Selenomonas	Unclassified Lactobacillaceae	Cetobacterium	Unclassified Bifidobacteriales	Catonella	Olsenella	AM277970_g	EU794292_g	PAC000197_g	Syntrophococcus	PAC001447_g	Howardella	Negativicoccus	PAC001400_g	Unclassified Enterococcaceae	Unclassified Dehalobacterium_f	Turicimonas	PAC001433_g	PAC001485_g	PAC001112_g	PAC000743_g	Arcanobacterium	Faecalitalea	PAC001500_g	PAC002203_g	PAC000664_g	Eubacterium	PAC002090_g	Neglecta	PAC001778_g	PAC002160_g	HM124225_g	Libanicoccus	PAC002201_g	PAC001435_g	PAC001323_g	Marvinbryantia	JX575929_g	AM405126_g	Traorella	PAC001599_g	Unclassified Actinobacteria	PAC002169_g	PAC002148_g	Shuttleworthia	AM278923_g	DQ807451_g	GQ422727_g	Sneathia	CCYH_g	PAC001625_g	PAC001032_g	PAC001274_g	Eubacterium_g24	JRNA_g	Cloacibacillus	Fournierella	PAC001074_g	AY858456_g	Succiniclasticum	PAC001286_g	PAC001592_g	AB218327_g	PAC001651_g	Faecalicoccus	Fenollaria	GU324393_g	HQ452859_g	Scardovia	PAC002513_g	Agathobacter	Intestinibacter	Eubacterium_g17	Catenibacterium	Eubacterium_g11	Phyllobacterium	PAC002518_g	Caecibacterium	Extibacter	EU778596_g	Herbaspirillum	Eubacterium_g21	PAC000740_g	Eubacterium_g10	Unclassified Rhodocyclales	EF025282_g	Curtobacterium	Pantoea	Unclassified Sutterellaceae	Clostridium_g32	AB506348_g	Actinotignum	AB294309_g	CDPP_g	Lactonifactor	Angelakisella	HQ774991_g	Helicobacter	Unclassified Firmicutes	Aeromonas	FJ269091_g	Reyranella	EU778577_g	PAC001573_g	Weissella	NHOC_g	Schlegelella	AX003092_g	PAC001341_g	NFJT_g	Actinobaculum	EU842499_g	Ottowia	OCTT_g	FCNB_g	Mobiluncus	Alloscardovia	Peptococcus	PAC002181_g	Cryptobacterium	CP020705_g	PAC001603_g	EU462118_g	Dechloromonas	Criibacterium	Caldicellulosiruptor	PAC000744_g	FJ367817_g	Schwartzia	AM420052_g	Unclassified PAC001057_f	KI259813_g	Pseudopropionibacterium	Acetitomaculum	Fretibacterium	AM420198_g	Filifactor	DQ824660_g	AB559589_g	EU843993_g	Unclassified Eubacteriaceae	Fastidiosipila	Kerstersia	PAC002187_g	AP012211_g	EF559154_g	FJ982993_g	DQ057459_g	PAC002194_g	PAC001354_g	Kocuria	PAC000677_g	Unclassified Veillonellaceae	Unclassified Veillonellales	AF125206_g	Unclassified Bacilli	Flaviflexus	KQ959578_g	Pseudoramibacter	Unclassified Actinobacteria_c	Unclassified Negativicutes	PAC002042_g	FJ677212_g	Unclassified Bacteroidia	GQ360012_g	Acholeplasma_g2	Phreatobacter	Pedomicrobium	PAC001266_g	PAC001920_g	DQ984558_g	Domibacillus	Unclassified Erwiniaceae	Rhodanobacter	Muribaculum	EU815225_g	PAC000741_g	Pseudorhodoplanes	Tepidiphilus	Streptobacillus	Skermanella	Tumebacillus	PAC002390_g	Oligella	Alicyclobacillus	Jonquetella	Unclassified Dermacoccaceae	Alkanindiges	U87772_g	Butyrivibrio	Acidocella	AB511016_g	Helcococcus	Glutamicibacter	Pannonibacter	FJ848448_g	Castellaniella	Unclassified AC160630_f	Unclassified Alcanivoracaceae	Kurthia	Weeksella	Unclassified Steroidobacter_f
SRR8058549	1072	3519	0	0	16	0	0	21650	193	778	14	154	0	1010	198	0	853	3	372	11	0	1	0	38	4	0	1125	9	3	74	3	0	0	0	0	23	545	0	0	7777	61	11	99	0	0	1	229	416	0	0	9	19	0	19	1	142	0	414	0	45	0	83	350	0	246	2	85	0	0	0	121	0	0	2694	93	101	0	0	0	0	80	197	0	0	0	71	0	379	87	33	8	0	0	0	5	3	17	34	0	3	230	0	0	0	0	0	381	0	0	0	25	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	95	0	0	0	1	0	0	0	0	0	62	28	0	27	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4	0	0	0	2	1372	0	0	0	0	0	53	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	2	0	0	0	0	684	0	0	0	0	0	0	0	0	48	0	0	41	0	0	1080	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	424	0	0	0	0	0	5954	0	0	0	0	22	10	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058559	41	1087	0	0	0	0	179	3971	316	3	0	1158	224	21	130	0	25	3	201	73	0	0	0	25	3	0	20	12	0	78	12	0	0	21	1336	81	580	42	0	2906	19	0	88	8	0	0	41	65	56	0	0	0	0	74	3	80	3	794	0	2	0	28	193	0	835	11	12	0	0	0	0	3	0	158	0	76	0	6	0	0	54	3467	0	0	0	55	0	0	7	9	2	0	11	3	1	0	5	4	0	8	20	0	0	1	0	0	628	0	0	0	37	1	2	0	0	0	0	0	7	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	1	9	32	0	76	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1149	2	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	9372	0	0	0	0	79	2	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058561	200	938	0	0	0	0	2298	10956	3	10	0	399	0	29	42	0	46	2	288	24	0	4	0	0	3	0	142	155	0	37	1	0	0	6	4141	30	279	2	0	3120	1	17	0	0	0	0	2482	231	0	0	19	0	0	538	3	61	3	4964	0	2	0	89	488	7	240	17	17	0	0	0	0	0	0	76	20	124	0	0	0	0	4	979	0	0	0	0	0	0	656	35	0	0	1041	0	0	0	0	18	0	28	128	0	0	0	0	0	16	0	0	0	1055	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	3	275	3	0	4	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2307	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	288	0	0	0	0	0	8339	0	0	0	0	0	2	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058565	40	570	0	0	0	0	137	522	43	1	0	56	15	233	0	0	17	258	164	140	0	4	0	1	399	0	14	13648	133	0	14	0	0	0	1	0	23	0	0	27316	0	0	1	0	0	0	528	3	0	0	1	0	5	132	0	12	0	1	0	22	0	76	160	5	74	8235	52	0	11	0	6	0	0	17	0	71	0	0	0	0	662	0	0	0	0	26	0	0	617	28	0	0	270	0	0	0	0	0	0	60	18	0	0	3	0	0	1014	0	0	0	231	5	23	0	0	0	0	0	1	0	0	23	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	724	9	0	1	0	0	0	0	0	0	0	0	974	0	0	0	0	0	0	0	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	0	11	0	263	0	0	0	0	0	22863	0	0	0	0	0	13	150	1	0	0	0	0	0	785	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	1	0	0
SRR8058572	159	3934	0	0	21	0	125	13318	161	25	42	545	0	415	0	0	248	1210	1105	52	0	0	0	7	10	0	138	4	5	1	7	6	0	3	139	9	81	297	0	22	21	2	0	0	0	0	488	838	0	0	0	109	0	297	0	49	0	1948	0	29	0	170	235	13	10	143	31	0	8	0	2	0	0	358	20	187	0	1	0	0	288	852	0	0	0	95	0	0	59	30	0	0	369	1	2	25	2	23	0	13	42	0	0	4	0	0	3540	0	0	0	310	40	27	0	162	0	0	0	339	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	246	50	0	56	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	773	0	0	0	0	0	4331	0	0	0	0	20	33	7	5	0	0	0	0	0	117	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058576	1668	156	0	0	0	0	0	8902	21	7	8	11	0	62	420	0	47	18	647	1	1	1	0	0	2	0	14	10	2	33	5	0	0	4	63	0	5921	160	0	8	1	39	0	0	0	6	382	258	0	0	85	0	2	24	0	141	3	911	0	18	0	1725	48	2	3303	24	145	0	0	0	6	0	0	4117	0	55	0	0	0	0	111	0	0	0	0	8	0	0	0	12	0	0	1259	0	0	0	0	448	0	4	240	0	0	2	0	0	0	0	0	0	275	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	19	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	22	1	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	333	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	26	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	867	0	0	0	0	0	8916	0	0	0	0	0	445	2	0	0	0	0	0	0	1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058577	0	119	0	0	0	0	0	8875	889	0	0	1997	0	1	0	0	1	0	1424	6	0	0	0	0	33	0	0	97	5	0	67	0	0	0	0	0	1545	2	0	17	0	0	0	0	0	10	15	0	0	0	0	0	44	50	0	4	68	1	0	0	0	888	619	0	4766	29	39	0	2	0	64	0	0	0	0	4181	0	0	0	0	1	1257	0	0	0	0	0	0	784	31	0	0	1296	1	0	0	0	0	0	37	10	0	0	1	0	0	605	0	0	0	30	37	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	8131	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	0	0	264	0	0	0	0	1	93	1	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058579	0	14	0	0	0	0	0	10908	63	0	63	3	0	35	0	0	0	5334	4	819	0	0	0	7	2	0	0	6601	2	0	1	1	0	0	1138	0	37	1	0	2725	0	0	0	0	0	0	5593	1	1	0	0	0	898	7324	0	0	1	3082	0	9	0	1	544	0	27	1657	5	0	0	0	167	0	0	0	0	299	0	0	0	0	0	2670	0	0	0	1	0	0	1	27	0	0	4	0	0	0	0	0	0	153	1583	0	0	2	0	0	4441	0	0	0	60	0	1	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1894	26	22	597	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3375	0	0	0	0	0	1515	0	0	0	0	0	471	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	8	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058580	8753	1830	0	0	89	0	31	10515	148	1	336	171	33	590	4081	0	7561	20	1040	36	0	0	0	0	103	0	83	96	0	120	0	0	0	0	106	244	747	353	0	475	7	29	0	4	0	2	81	670	238	0	0	0	0	211	16	127	2212	17	0	0	0	138	347	0	892	0	16	0	0	0	0	0	0	513	169	642	0	0	0	1	1613	0	0	0	0	34	0	0	0	27	4	0	503	1	0	0	4	804	0	2	8	0	0	0	0	0	1	0	0	0	47	2	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	5	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	2	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	3	0	0	3	0	1323	42	0	0	0	0	0	5	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	8450	0	0	0	0	76	46	1	1	0	0	0	0	0	2793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8058584	0	12	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	111	1	0	0	0	0	0	1086	0	0	0	5	0	239	0	0	0	0	0	0	0	0	525	0	0	0	0	0	167	0	0	0	0	0	0	76	122	0	0	70	3144	0	0	0	0	0	0	0	15	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	697	0	0	0	0	46	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0	0	0	3312	88	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
